Joshua van den Hurk,Founder,"With a background in management and organization and a specialization in social enterprises, Joshua decided to found his own company to make a long-lasting impact."
Ainu van den Hurk,CGO,"Having finished a master's in communication sciences at the Radboud University, Ainu is our communication guru. He writes captivating product texts, grabs the attention of our newsletter subscribers, and gets his energy from setting up partnerships with magazines and newspapers."
Marco Ghioldi,Head of Partnerships & Sales,"Marco is our Italian team member and specializes in setting up new partnerships and sales. He finished his study International Business Administration at the VU, Amsterdam."
Zeynoun Albeik,Online Marketer,Zeynoun has a background in online marketing. Having worked for companies such as Adidas and Samsung he's using his experience to set up top-notch campaigns for The Bamboovement.
Frank Koch,COO
Nelson Vicente,Manager,"Businessperson My name is Nelson Vicente I am 33 years old I live in the Netherlands in the city of Eindhoven, I have been here for 3 years with my wife and my 6 year old son. This business idea came up the first time I set foot in this magnificent country that is the Netherlands, there are thousands of small businesses and a standard of living that provides purchasing power to the customer. My professional experience includes product marketing management. In the Netherlands I work in the area of e-commerce."
Omid Hajishirmohammadi,Founder,"Nature-Inspired Architect, IMPEL+ Innovator 2021, and Bootstrapped Entrepreneur. The creator of Bio Circular Composite Blocks, Versatile Architecture Style, Demountable Building Technology and In-situ Manufacturing System."
Raphael Rafi A. Shilton,Founder,"Serial Entrepreneur, 5 years HORECA & Food Retail e-commerce experience as Co-founder of nefisgurme.com , 28 years of Business Management experience as Managing Director & founder in HORECA textile"
Elliott Wagschal,Co - Founder,"Entrepreneur, Corporate Risk & Quality Manager. 13 years of professional Risk Management experience. Business & consultant minded background."
Anton Cnossen,IT Director,"Serial Entrepreneur, Currently Owner & CEO at TeamValue Group (2012). 7 years of experience in Ceasar Groep as CTO. Technical & technological background, consultant mindset. Proven successful app TeamNow sold to Microsoft."
Andrew Tomasouw,Business Finance Controller,"Entrepreneur, Founder of SolValue Interim & Consultancy B.V. Over 16 years experience in Finance, Control & Risk Management in supply chain, utility and EV-sector. Strong Operational Finance background. Experience in M&A ."
Gideon Boadu,Directie,Gideon is lead data analyst at Disney Streaming Services. At DeMonth Gideon is the CEO and CTO and is in charge of website development and strategic planning.
Max de Groot,Directie,"Max is a datadriven business IT consultant who currently works as business analyst and low code developer at one of the big four accountancy firms. He is responsible for development of application for audit and IT audit and takes care of development, stakeholder management, release cycles and support. Max is COO and CFO for DeMonth since the founding of DeMonth. Max is in charge of DeMonths financials and oversees the daily operation of the company. Together with Gideon he determines the strategy and planning of DeMonth."
Jearmey,Manager operations,"Jearmey is co-founder of DeMonth and currently in charge about packaging, distribution and daily operations."
Shervin Wong-A-Soy,Manager operations,"Shervin is co-founder of DeMonth and currently in charge about packaging, distribution and daily operations."
Alejandra Parilli,CEO,General & Pediatric Surgeon with more than 20 years of exprience focus on Minimall Invasive Surgery. Serial Entrepreneur in health since 2011 IRCAD Faculty | IPEG Member
José Gregorio Mejías,COO,"General Surgeon specialist in Minimall Invasive Surgery, with more than 20 years of experience. Professor at the Universidad Católica del Maule in Chile."
Taina Puumalainen,CEO,"CEO , ICT specialist ( saved three time my CV)"
Mika Rantakesiu,worker,Specialist in Google Android and iPhone mobile applications
Nettitieto.fi,10%,Server operator
NeoSoft Technologes,partner,https://www.neosofttech.com/
Erdem KAZAKLI,"Managing Director, Co-Founder","Erdem Kazakli is the Co-Founder& CEO of Lifthop Services. He has 13 years of product, engineering and management experience in Aviation, Unmanned Technologies and Innovation. He has worked 4 years as Head of Product Innovation for gategroup He previously worked for Microflown Avisa B.V, Turkish Airlines Technic Inc. and TAI in management and engineering roles. He worked 6 years designing and verifying MALE and high speed defense drones and lead 2 Turkish MOD feasibility studies on drones. He has managed award winning projects with Airbus and JDE. Mr. Kazakli holds a Master of Science in Engineering Management and a Bachelor of Science in Aerospace Engineering from the Middle East Technical University, Ankara, Turkey."
Tadao Deniz Ozistek,Co-Founder,"TADAO DENIZ OZISTEK Co-Founder &CTO Tadao Deniz OZISTEK is a naval architect since 2008 with extensive experience on design and engineering of wide range of ships including; yachts, commerical vessels, ferries research vessels and naval ships. He has Bachelor’s degree on Ocean Engineering at Istanbul Technical University and Master’s degree on Ship Science at University of Southampton. His interest on hydrofoils and ground effect was started during his education years and he carried out his researches on these subjects. He has been designing and testing hydrofoil and ground effect prototypes of various types since then."
Robert Schuringa,Co-Founder
Jeroen (Jeremy) Fransen,Founder/CEO,"Jeroen Fransen is the passionate founder of #edtech startup Revisely, at the crossroads where people, technology, language and education meet. He holds degrees from Cambridge University (MPhil in Computer Speech and Language Processing) and Utrecht University (MSc in English and Phonetics). Jeroen’s career includes product management, advisory and management roles in the UK, US, The Netherlands and Spain. He worked at universities as well as small startups and large consultancies. He applies his various experiences running Revisely, where his strengths lie in listening to the end user, building partnerships with universities as well as providers of LMS and other solutions."
Lizzy van Dijk,Customer Success,"Lizzy joined Revisely in September 2016, after having finished her Bachelor International Media and Entertainment Industries. As she seeks to make a positive impact in the world and has an ongoing hunger for knowledge and understanding, she later also finished a Master degree in International Development Studies. From customer relations, to design and the organisation of events, she finds in Revisely an opportunity to contribute on a solution to improve education."
Jo Ritzen,Founder/Advisor,"Jo Ritzen was the Minister of Education in The Netherlands and Vice President for human development of the World Bank. From Wikipedia: ""Ritzen was the longest-serving Minister of Education in the EU and one of longest serving in the world. In 1998, after his term as a Minister he became an adviser to the President of the World bank, JimWolfenson and later a vice presidents of the World bank, serving in the Research Department (together with Chief Economists Joe Stiglitz and Nick Stern as) and as vice president for Human Development. He left the World Bank to become president of Maastricht University in February 2003 until February 2011. During that period, Maastricht University grew to become one of the leading international teaching and research universities, with almost half of its students coming from abroad and problem-based learning as the primary educational method. In 2013, the university was ranked number 6 worldwide in the Times Higher Education Ranking of young (“under 50”) universities (established after 1963). During his career he has made significant contributions to agencies such as UNESCO and OECD, especially in the field of education and social cohesion. He also served on the Supervisory Board of Educational Testing Service (Princeton) from 2002 to 2014 and to several Dutch firms from 1981 to 1989 (before becoming a Minister). He is now honorary professor of Maastricht University, senior advisor to the International Institute of Labor Studies IZA in Bonn, member of the International Advisory Board of RANEPA (Moskou) and KAU (Jeddah), adviser to several ministers of education, Chair and Founder of Empower European Universities and Initiator of the Vibrant Europe Forum, whose goal is to contribute to the European Parliamentary Elections in the areas of innovation, higher education, research, labour market, greening and income equality policy. He is also the President of the Conflict and Education Learning Laboratory, a non-profit foundation, registered in the Netherlands, which is dedicated to working for an international agreement to reduce divisive stereotypes in school textbooks."""
Sartou Djibril,CCO,"After spending over a decade in the tech industry, Sartou began her entrepreneurial journey 4 years ago, aiming to make a significant impact in the education sector. Intuitive, patient, and an exceptional listener — that's how many customers describe her. She effortlessly navigates the customer environment, understanding their desires and needs, and consistently fosters warm relationships. Having earned both a BA and MA in Sweden and the UK, she deeply recognizes the importance of education and its societal value. For Sartou, the drive to lead a business to success stems from her aspiration to fill societal gaps and make a lasting positive impact."
Louie Kritzinger,Group CEO,"Louie started Zenon Energy with an experienced team of industry professionals with the goal of democratizing energy storage with a revolutionary new battery technology. With a diverse background in manufacturing, crypto, fintech, robotics, and product commercialization, Louie uses his honed skillset and adaptability to best serve Zenon's shareholders and to grow Zenon's team, culture and revenues."
Duan van t Slot,Director,"I once owned a Nokia 3310 phone. I also drove a Toyota Hilux truck that was 18 years old. My business partner plays music on an audio amplifier that his father bought 30 years ago. People once knew how to build things that last, and I want to bring back that kind of thinking. I follow my passion and am building something that I believe to be really valuable with a team that shares the same vision. I have no doubt with the team and with hard work, this company will be a success and hopefully be an inspiration to many other engineers to practice long-term thinking."
Christian Giannini,CRO,"A proven direct investment, corporate development, and mergers & acquisitions professional, with a passion for penetrating emerging & frontier markets."
Paul Winnowski,Board,"Some people say the future of energy is frightening and overwhelming. Some people say we’ll never be able to change the way energy works in this country. But those people aren’t us. Because if change means reinventing the way millions of people power their homes with affordable clean energy, then we say bring it on. Because change is progress. It’s a beginning ripe with promise. When we go from being a company that provides an energy choice to thousands, to one that gives that choice to millions. When we become a company synonymous with sustainability and human progress. It’s about more than just having the courage to say there’s got to be a better way—it’s having the guts to step up and be that better way. It’s in that moment that change is no longer terrifying—it’s exhilarating. When we start to change the world one day at a time, one roof at a time. And leave a mark that will live on long after we’re gone. Because we didn’t just change the world, we did everything we could to make it better. Power Forward."
Sales Director,Sales Consultant,"Johan Lokken breaks through the line of communication between clients, customers, and businesses to get projects through. With a mixed experience with people in military, government, and commercial, Johan has experience in sales, team building, marketing, strategic implementation, and company collaboration. Johan manages the network of salespeople, distributors, and countless customers of Zenon Energy."
Mias Nieuwoudt,Board,"Founded Telenetix Technology Solutions, Telenetix International, Telenetix T Cube and Telenetix Solar, managed various solution expansions over the years, expanded business into a multinational manufacturing and solution provider specializing in complex modular infrastructure manufacturing and large scale Solar EPC works."
Jan de Kock,Board,"In his most recent role, Jan served as the Operations Director of K2FLY, South Africa, after succesful acquisition of co-authored RCubed software technology platform."
Dick Janssen,Director at idealisers beheer BV,Creating software for more than 40 years. Independent since 2009. Loves playing guitar and exploring strange new worlds
Sander Bakx,Co-founder and CFO,I started my educational career as a product designer. After a few years I started to notice I had higher ambitions than just designing and engineering products. I wanted to know more about the Business Model around a product and how to start a company based on a new product. OTree was the perfect product for my ambition because it was innovative and has huge potential.
Nick van Buijtenen,Co-founder and CMO,I see a world where people are more and more choosing industrial technology over natural alternatives. With OTree I see a product that combines both worlds and using them in the best way possible to work together. This is why I believe in OTree.
Thomas Baks,Founder and CTO,"Living in Rotterdam, a bad air quality was something I always had to live with. My passion for plants brought me to the idea to use them as an airfilter. After lots of research I found the NASA documents which proved that plants can be used as an active air filter. When I saw this, I knew what my next product would be."
Melvin Bruhn,CEO
Olivier Heida,UX & design
Andrey Dyachenko,"Co-founder, Co-CEO, CTO","Technical strategist, experience designer, and project leader. Co-founded a successful tech/entertainment company specializing in real-life gaming."
Danielle Beltran,"Co-founder, Co-CEO, CCO",+10 years Experience leading global corporate distributed teams with a global network. Researched +100 Industry Leaders in Escape Rooms. Data Analytics strategist.
Zina Delyagina,COO,Process-optimization guru and financial specialist. Worked in the event industry in 3 different countries and founded 2 successful companies.
Paul Barreveld,Advisor - International Growth and Strategy
Machteld Busz,Business Operations,Director | Business operations
Guido van Diepen,Curator and producer,Curation | Production
Tim Jansma,Marketing and concept strategy,Marketing | Concept
Herman Kalter,Finance and control,Finance
Niek Storm,Co-Founder,FoodTech | Digital | Innovation | Marketing | E-Commerce | Product | Venture Development | Business Model Innovation | Business Development
Bruce Westeneng,Co-Founder,"Wij maken catering digitaal, duurzaam & persoonlijk!"
Niels de Vries,Co-Founder,Mister Back-end Development
Christiaan Kreeftmeijer,Co-founder,Mister Front-End Development
Remco Fischer,Partner,"The printing industry has been struggling for many years. Due to extensive automation and the crisis, many companies have merged (out of necessity), taken over or even unfortunately went bankrupt. Through a buy and build strategy and constant innovation and responding to the wishes of the customer, Remco Fischer's companies have continuously grown and survived the crisis. and build strategy. These companies have been sold successfully a number of years ago."
Eric Pouw,Partner,"Prior to joining Solveigh, Eric was the CEO and chairman of the Board of DAS since 1997 which under his leadership became the market leader in the Dutch market in legal expense insurance and creditmanagement with over 2000 employees and 300 million in revenues. Prior to working with DAS, Eric was responsible as director for the health sector of ANOZ for 5 years, a 2 billion insurance company."
Ronald Oosterling,Founder,"Ronald Oosterling has always been very passionate about a complete approach to wellness. He has been successful in the entrepreneurial world for a number of years and is on a mission to change the definition of wellness in society. He believes that a holistic wellness vision is the way to a strong, fit and happy life, and that it can unlock the potential of our society."
Katherine Baranova,Founder & CEO,"Experienced leader with over a decade in Financial Sector with a line-up of successful Digital Transformation, Tech, M&A, Integration projects and strategic programmes with international footprint. Passionate about tech-for-good and with background in behavioural psychology."
Anton Baranau,Co-Founder & CTO,"The Swiss Army Knife in IT with 20+ years in FinTech in Payments, Banking solutions, Data Science in start-ups, scale-ups, R&D. With solutions adopted by businesses across the globe. Passionate and experienced about robust scalable architectures."
Esther Schellingerhout-Vogel,Digital Marketing,"Digital marketing strategist with 8 years experience, creator of very-own digital marketing training channel."
Alexey Pimenov,Front-End App Developer,Front-End / React Native Developer
Iryna Shevchuk,UX and Graphic Designer,"UI/UX Designer, Graphic Designer"
Andrei Kulik,"Advisor, ex-Google","Ex-Google, Founder of the Faby App with a successful exit to Google"
>>YOU<<,"Advisor & Angel Investor in the ""Next Big Thing""","✨ You joined the team and helped us build the First Gift in Mind. ✨ You are brave and bold, like us. ✨ Together, we will have saved millions of tons paper and plastic waste. ✨Together, will will have plugged the billions euro leak of consumer value - and turned it into millions of dreams fulfilled."
Jefferson Martina,Founder / Director
Marco Ferraz,Founder / Product
Xiwen Cheng,Founder / Technical
Hatim Baheranwala,CEO,"Hatim is the analytical mind behind our product and business operations. After a short stint in Finance, Hatim started his entrepreneurial career early having set up three previous companies before Treety including IDfy.com. Two years ago Hatim realized that there is more to success than financial wealth and together with Mike decided that his technical skills and experience in SaaS could be put to use to solve the greatest challenges we face today. Born was Treety and he has never looked back. In his personal life Hatim is learning Dutch from his 5 year old son and to his sister's delight, has finally become somewhat of an environmental activist."
Mike van Wijhe,CCO,"Mike is the creative and commercial mind behind Treety and a true global citizen. After a short hotel management career he spent 7 years in MarTech previously holding commercial leadership positions with a variety of start- and scale ups. Treety was born out of a passion to help impact focused businesses with simple solutions to complex problems. Mike has a passion for food, cooking and surfing which are all highly dependent on a clean, healthy and biodiverse environment. Plenty of reason to do his part for a carbon free future."
Rick Budel,Founder & CEO,"Rick is an ambitious and competitive individual that is always up for a challenge. Rick gets a lot of energy out of going outside of his comfort zone and learn new things. These characteristics combined with his positive energy makes for an inspiring leader that easily gets people to join his cause. Rick is a true perfectionist that always aims for the best. By combining his experience as e-commerce entrepreneur and account management with his winner mentality, Rick is the perfect person to kickstart the brand of Éticos. In fields that Rick has less experience, he has a strong network of advisors around him that can help him make difficult decisions."
Olivier Overweg,Co-founder & CCO,"Experienced entrepreneurial executive at global active Omnichannel companies and ventures with a 'Can Do' attitude.   Broad experience in Consumer Packed Goods/FMCG markets and various industry domains. Active with major global companies in Food & Beverages, Pharma & OTC and Automotive & Industrial markets beauty. In the segments Beauty & Personal Care and Home Care companies active with companies like Estée Lauder Companies, Beiersdorf, Henkel, L’Oréal, Procter & Gamble and Unilever and with most of the leading retailers and e-tailers.  Board & strategy advisor for general management and consumer driven Omnichannel global sales & marketing distribution. C-level Board leadership positions and interim-management assignments at disruptive businesses, start- up & scale-up companies.  Specialized in global multi-channel marketing & sales distribution strategy, operational excellence and general strategy into execution during early stage, (pre-)seed and expansion phase.  Passionate about leading data & commercial driven sustainable companies. Creating a market focused and cultural adjusted approach.  Over 20 years actively involved in dynamic B2B and B2C environments. "
Micha Medendorp,Strategic advisor,"Micha has a solid track record in organisations (Rituals Cosmetics, HJ Heinz, Mars, Accenture + FMCG clients) recognised as best-in-class in their approach to marketing, running brands that require flair, creativity and a leading edge approach to strategy, NPD and communications. With experience of working in highly competitive categories, he has a in-depth know-how of Business, Brand & Category Development, Strategy planning and Marketing Management."
Hendrik-Jan,Head Product,"30+ years of experience. TU Delft Mechanical Engineering MSc. Analytical and independent engineering professional with extensive experience and exceptional knowledge of technology and product development. Highly skilled in developing, testing and validating various hardware tooling, creating complex 3D models and drawings and managing the entire process of development, validation and production."
Curro Romero,Founder,"In the recent past, I was a professional athlete in Slopestyle and Big Air Snowboarding, being the National Snowboard Champion and representing Spain in international competitions. I founded an automation based SMM company during my teenage years that further expanded to algorithm-heavy digital marketing. This propelled me into software engineering, which became a great combination with my Economics + Business Management educational focal point at the time, leading me to develop a strong both Tech and Finance background."
Nadia Kadhim,CEO,Nadia is a lawyer with expertise in data protection laws of the UK and Europe. She has spent her career protecting the most vulnerable in society and brings this passion to protecting the livelihoods of small business owners. She was previously responsible for the implementation of data protection certifications in the private sector.
Christopher Clinton,CTO,"Chris is a CISSP certified cyber security expert with over ten years of experience protecting some of the world’s most critical systems through working with NATO, HMG, MoD, BAE Systems and FTSE100 firms. He brings this experience and knowledge to the SME market."
Lorena Heskey,CMO,Lorena has over five years of experience in digital marketing and communications for a broad range of technology companies.
Elliott Atkins,Non-executive director,Elliott has two decades of experience in working for and protecting the world’s most critical systems. He was previously the head of GovCertUK at GCHQ and has run numerous large teams across HMG and the private sector.
Carolina Posma,Founder
Julien Jukema,Founder
Mick Vermeulen,Developer,Experience with own start-up participated in ACE incubator program 2019
Lennart Kerkvliet,Developer,Experience with own start-up participated in ACE incubator program 2019
Feye van Westing,CEO,"*8 years experience in Dutch mortgage banking. Has acquired skills and knowledge in: Customer advisory , IT architecture and core banking systems, Mortgage operations.* “Mortgage customers are seen as cash cows by banks and profits are mainly used to fund other business lines. They deserve better. We will be the first strategic mortgage issuer that will put the mortgage customer first, always. It is my mission to realise a truly fair price and hassle- free customer experience.”"
Daan de Koning,CFRO,"*7 years experience in Dutch mortgage banking. Has acquired skills and knowledge in: Balance sheet management, Financial and risk modelling, Business controlling* “The fintech revolution inspired many creative and personalised solutions in payments, insurance and investments. In contrast the mortgage market experienced further standardisation and little imaginative innovation. Hymlo will change that!”"
Rogier van Griensven,CCO,"*6 years experience in the Dutch real estate market. Has acquired skills and knowledge in: Business development and go-to-market, Scaling operations and transformations, Real Estate strategy and organisation* “We need to rethink the way we look at the mortgage market and its flexibility to fit our current and future society. I see a massive opportunity to create value for all parties in the real estate value chain by introducing new tech to the mortgage operating models.“"
Arnout Schepers
Ezequiel Miron
Aly Buydoon,Co-Founder and CEO,"Aly BUYDOON, the CEO, is an Entrepreneur, Pharmacist, Direct Sales & Marketing expert with more than 5 years of experience in leading international teams and achieving great success. He was known for applying leadership to social issues and finding unique solutions tailored to his community; all while showing great respect for others regardless of their background or nationality."
Rabih Abou Eid,Co-Founder and CFO,"Rabih ABOU EID, the CFO, is initially specialized in the Supply Chain Industry. His tracking of technology trends and the fact of being driven by passion made him a huge supporter of Digital Transformation and Automation of any business model. He has a Bachelor of Finance, pursuing a master's in Supply Chain Management, working as a supply chain supervisor in Guinea, and moving to Europe to pursue more entrepreneurial education and experiences."
Joost Op de Woerd,DGA
Kerim Fathallah,Co-Founder,Front-end
Stephane Moquette,Co-Founder,Back-end
Ferri Somogyi,Co-founder,"Ferri is currently on national television in the show ""Goede Tijden Slechte Tijden"" and within ShoutOut.vip responsible for onboarding of the VIPs."
Martijn Pannevis,Co-founder,Martijn has a 10+ year experience in the role of CTO at several startups.
Richard Klomp,Co-founder,Richard is responsible for the daily operations and partnership management
Daria Mishchuk,CEO,"8+ years experience of working in China in sourcing & QC, compliance, 2+ experience in IT sector. Quality control | Certification | Sourcing | Sustainability | IT services | SaaS A sustainability and sourcing/ quality control enthusiast, experienced in management and SaaS industry. Business development of infatica.io, Founder of S-Guru Consulting, Sourcefaster.com"
Tommie Varekamp,Technical advisor,"4+ years of work in China in sourcing and products development. Sourcing | Product development| Tu Delft | Sustainability Extensive practical knowledge, passionate for sustainability in production. Co-owner: www.a4m-group.com"
Darya Konakova,Content Manager,An enthusiast for International Business and Global economy. Green economics specialist.
Alamgir Khan,Developer,"Magento Frontend Developer, National University of Modern Languages (NUML) Bachelor's degree in Computer Software Engineering - JavaScript - Front-end Development - Cascading Style Sheets (CSS)"
Esmee Clewits,Co-Founder & COO
Raymond Joore,Co-Founder & CCO
Slavko Zafirovski,Co-Founder,5 years corporate experience of law in PwC and KPMG. IT process management within horeca.
Lise Terlaak,Co-Founder,6 years IT for horeca expierence. Former manager of support department.
Aleksandra Jordanova,Software engineer,"7 years expierienced software engineer back-end, responsible for designing software and integrations."
Angela Kaevikj,Software engineer,"4,5 years front-end software engineer. Responsible for UI / UX and the design of the applications."
Andrej Gerasimovski,Marketing & Sales,"Driven with social media and marketing, taking his work experience in horeca with him for sales in Macedonia."
Olivier Francescangeli,CEO/Director,Background in Agricultural Engineering + MBA. Previous experience in Greenhouse Horticulture and Vertical Farming.
Joren Ellenbroek,CCO/Director,Background in Environmental Sciences + Economics. Previous experience as Sustainability Consultant and business developer.
Felix Bouma,CEO & Lead UX,"Felix Bouma has been a successful TopTal freelance software (UI) designer with several clients over the years who started as early as seventeen with his craft. Additionally, after two years being the UI lead and co-founder of a 5-person-startup, he now has half a decade of experience as an entrepreneur. Last and most importantly, he is a highly focused autodidact with a vision that drives his relentless curiosity resulting in attentively studying over +200 books and countless papers on relevant subjects. “Leanness is a methodology, not a goal,” writes Peter Thiel in Zero to One. “Making small changes to things that already exist might lead you to a local maximum, but it won’t help you find the global maximum. [...] iteration without a bold plan won’t take you from 0 to 1.” This is why Felix is extremely conscientious and has therefore, for better or worse, been unable to stop iterating on Telos for the last 4 years. His vision has guided him in single-handedly designing the entire user interface, features, brand, marketing, platform, viral-marketing mechanics, business model and much more. His vision is immutable yet his execution of his vision is highly flexible. Starting small now, experimenting, potentially pivoting, and doing less with more are all part of the plan."
Mauricio,Tech Lead,"Mauricio is a software development expert with engineering management experience. He has been developing mobile applications for projects and companies, which reinforced his deep knowledge of Apple technologies (iOS/watchOS/tvOS). Possessing excellent leadership and communication skills, he is a solution-oriented team player who quickly adapts and thrives with change in a cool-headed fashion. With over ten years of experience, Mauricio has most notably been employed at Booking.com as lead iOS developer, and before that worked in Brazil as a distinguished educator at the Apple Developer Academy. Mauricio has the track record to provide Telos with all the technical skills it needs to build something lasting out of an idea."
Alessandro,Senior iOS Developer,Overseas iOS Developer full-time committed to developing our MVP.
Mauricio Tremea Zaquia,Technical Lead,"Mauricio is a software development expert with engineering management experience. He has been developing mobile applications for projects and companies, which reinforced his deep knowledge of Apple technologies (iOS/watchOS/tvOS). Possessing excellent leadership and communication skills, he is a solution-oriented team player who quickly adapts and thrives with change in a cool-headed fashion. With over ten years of experience, Mauricio has most notably been employed at Booking.com as lead iOS developer, and before that worked in Brazil as a distinguished educator at the Apple Developer Academy. Mauricio has the track record to provide Telos with all the technical skills it needs to build something lasting out of an idea."
Undisclosed,iOS Developer,Part-time
Max Yampolsky,CEO,"- B.Sc. in Economics. B.Sc. in ICT & Innovation - Since 2013, built more than 40 apps for fintech, medtech, edutech, and gaming. - 3X entrepreneur: Co-founder at Scalifier, VESCO Solutions, ex-Head of Delivery at Auxility. Advisor at Soldex, DeFianceDAO, Dexfolio. - Self-taught trader. Investing and trading cryptocurrencies since 2017. Developed strategies to generate +315% ROI 2017-2019 - Author and writer of a web3 and token economics blog. - Reads 40 books on business, management, economics, and other non-fiction"
Stoyan Ivanov,COO,- B.Sc. in ICT & Open Innovation - Creator of TasteThat and Weatherful - Software Engineer Lead at OWOW for Benelux and Adastra - Great executor and operations manager - Had grown in this startup from the fronted developer to a product/project manager to head of development to COO
Vadym Ovcharenko,CTO,"- M.Sc. in Data Science, Institute of Technology in Ilinoise. Ex-McKinsey Consultant - 3X entrepreneur - Former CEO at Auxility, AppSmithy - managed teams of IT developers of 30+ people - Founder at GigRadar.io and ORAQL, Inc."
Michael de By,Founder / CEO,"After a corporate housing adviser career, Michael has led multiple high-tech startups and projects, from putting lasers under trains to highly complex led installations for Ferris wheels. For Husense, all prior experience combines to build great products, solving daily problems in office life and beyond."
Edouard Leeuwenburg,Co-Founder / COO,"Edouard is always looking for the right product-market fit, connecting people and systems, and building a team to achieve growth. He has over 20 years of experience in marketing, sales, and online business and brings expertise and a network to take Husense to the next level."
Elmer Bulthuis,Co-founder / CTO,"Elmer is an experienced startup CTO. His expertise is building a solid foundation for scalable platforms, which he has done multiple times with success."
Alexander van Gessel,Lead Embedded Software Engineer.,Alexander is a founding employee at Husense. He studied Computer Science at TU Delft. He likes to dig deep into new material and has extensive experience writing Embedded and Cloud software.
Sayf El Kaddouri,Junior AI/ML Developer,"Sayf is a talented Data Science and Artificial intelligence specialist. He holds a BSC in Computer Science and Artificial Intelligence. In addition, he also studied Neuroinformatics."
Michael Fisher,Co-founder and CEO,"Michael Fisher, Cooper Pet Care's CEO has been launching and scaling hyper-growth startups like Uber and Lime in EMEA for the past 8 years. Prior to that Michael spent 8 years working at top-tier management consulting companies (ATKearney and BCG). Michael holds an MBA degree from INSEAD business school and is a repeat founder."
Pavel Timofeev,Co-founder and CTO,"Pavel Timofeev, Cooper Pet Care's CTO is a serial entrepreneur with several co-founded companies, including financial mediator Student Loan Hero which he exited for $60M. Prior to that Pavel has also co-founded Proper Lot. Prior to that, he worked as CTO and Engineering Lead in Mindvalley and several other tech companies."
Roos-Anne Bijen,Brand Warrior
Raymond Matser,Matchmaking Master
Claudia van der Meer,Design Rockstar
Boed Beuvery,Master of handshakes
Pieter Keuning,Business Development Ninja
Cor Datema,Co-founder and CEO
Joost van de Griendt,Co-founder and CBO
Jeetendra Rathore,CEO,Practicing Urologist in India since last 10 years. Entrepreneurial experience of running a 40 bedded multispeciality hospital in India.
Karol Fels,COO,"Bachelor's degree in business development from University of Twente, Enschede. Also served as chairman of study investment club for two years in Enschede, Netherlands. Experience in Organization management, team leadership, finance and entrepreneurship."
Ame Al-Rawi,CEO,"Amé Al-Rawi (CEO) is mainly responsible for commerce. Previously, Ame worked as an Operational Manager at RH, an S&P-400 company in San Francisco and a large furniture distributor. Here she led teams and coordinated processes, strategies and management information. Amé holds an MSc in Disruptive Innovation and an MSc in International Business (HULT Business School, San Francisco)."
Nathalie Cohen,CTO,"Nathalie Cohen (CTO) is responsible for product development. Previously, Nathalie worked as a software engineer at a high-tech start-up and as a consultant at Deloitte. Here she led algorithm development, setting up data pipelines and application development. Nathalie has a BSc in Computer Science (TU Delft) and a double BSc and MSc in Law & Economics (EUR)."
Madan Raj Rajagopal,CEO & Founder
Jonathan Berhani,Co-Founder,"HI, i am Jonathan! Let get personal : - Born in Ethiopia in 1990 I moved to the Netherlands at age 3 - Studied International Business studies (BBA), spend exchange year in China (study & internship) - I co-founded Happy Tabs when i was 28. The bootstrapping startup strategy resembles my early years as well. They have one thing in common. getting started with little resources and creating something out of nothing. Well, that is my mission for Happy Tabs, create value, and subsequently seeking out investment partners that see the value of a bootstrapped startup with a strong foundation that was created without massive debt, or equity financing. Lets grow together. Kind regards, Jonathan Berhani"
Jan Joris Roessingh,Founder & Project Lead
Willem de Roode,Business IT Consultant
Laurence Bont,ICT Architecture
Ryan van Hoesel,Web Design
Jens Visser,Co-Founder & CEO,Jens focuses on building the business on strategic and business concept level. New concepts and processes will he translate into concrete products and services that can be build by the development part of Grow-ID.
Ron Lohuis,Co-Founder & CCO,"Ron focuses on building the business on networking and entrepreneurial level. Ron is responsible for Sales, Marketing & PR at Grow-ID."
Jonatan Elgersma,Co-Founder & CTO,Jonatan is working on the product development from the technical side at Grow-ID. He is responsible for DevOps and the Development team.
Daniël van der Berg,Co-Founder & CPO,Daniël is working on the product development from the strategic side at Grow-ID. He is responsible for product strategy and business development.
Vincent Cremer,Community Manager,"Vincent is responsible for the community around the platform of Grow-ID. He is doing this by creating content, events and new concepts with clients and service providers involved with Grow-ID."
Abe Dijkstra,Partnership Manager,"Abe is responsible for the network within the platform of Grow-ID. He is doing this by creating partnership programs and setting up (paid) partnerships. creating content, events and new concepts with clients and service providers involved with Grow-ID."
Raymon Pouwels,Investor & Advisor,CEO & Founder at Go Sharing
Fokko Knol,Investor,CEO & owner of multiple international businesses
Theunis Jensma,Investor,Real estate agent and real estate entrepreneur
Eric van der Staay,Founder / CEO,"Software entrepreneur with over 20 years experience in developing and bringing to market software products and online services. Broad international business experience in US, Europe, Asia & Australia. After his IT study Eric worked at US-based General Electric Information Services and GETSCO; founded and managed independent software companies PhoneControl Europe (NL) and Interactive Internet Services (Australia), and worked as a consultant and in advisory positions at Clase Ventures (Australia) and Promon International (Hong Kong). Eric moved back to the Netherlands due to family reasons in 2018, where he started preparing and working on the Virtunium project."
